ETG4842 ETG29382
ETG291981 OK/SW-cl.81
ETG3320 ETG81810
ETG7048 ETG299331
ETG7048 ETG50522
ETG363083 ETG287280
ETG363083 ETG291245
ETG24786 ETG25506
ETG25506 ETG24786
ETG58974 ETG64202
ETG64202 ETG58974
ETG24471 ETG24471
ETG24471 ETG25420
ETG24471 ETG50522
ETG24471 ETG171460
ETG24471 ETG171460
ETG171460 ETG24471
ETG171460 ETG24471
ETG308690 ETG309126
ETG54245 ETG25414
ETG54245 ETG360820
ETG54245 ETG500985
ETG54245 ETG361388
ETG116554 ETG24516
ETG116685 ETG64204
ETG24680 ETG116685
ETG116685 ETG64204
ETG24680 ETG64204
ETG25369 rCG_20808
ETG25369 rCG_20808
ETG24318 rCG_20808
ETG24318 ETG25369
ETG24681 ETG25558
ETG24680 ETG25558
ETG25023 ETG25558
ETG25252 ETG315840
ETG25252 ETG50592
ETG50592 ETG315840
ETG50592 ETG25252
ETG25631 ETG24185
ETG29433 ETG17920
ETG686098 ETG140694
ETG686098 ETG25751
ETG686098 ETG500985
ETG686098 ETG25614
ETG686098 ETG305679
ETG140694 ETG686098
ETG25489 ETG24767
ETG24874 ETG6923
ETG24874 ETG6921
ETG29214 JM21
ETG64158 JM21
JM21 ETG29214
JM21 ETG64158
JM21 ETG29214
JM21 ETG64158
ETG24392 ETG25489
ETG116643 ETG25671
ETG56816 ETG24898
ETG29219 ETG24898
ETG56816 ETG24898
ETG24898 ETG56816
ETG25097 ETG6622
ETG29274 ETG64646
ETG29274 rCG_45211
ETG29274 ETG691496
ETG29274 ETG64627
ETG25404 ETG29149
ETG25404 ETG114520
ETG25404 ETG308392
ETG25404 ETG29149
ETG25404 ETG114520
ETG25404 ETG308392
ETG314856 ETG24842
ETG24842 ETG314856
ETG11772 ETG65178
ETG11772 ETG60668
ETG11772 ETG117277
ETG11772 ETG313474
ETG11772 ETG140694
ETG11772 ETG117028
ETG365057 ETG25255
ETG25255 ETG365057
ETG25255 ETG365057
ETG29219 ETG24672
ETG29219 rCG_54113
ETG24680 ETG29542
ETG25023 ETG29542
ETG24681 ETG29542
ETG25522 ETG29542
ETG25522 ETG29542
ETG24703 ETG29542
ETG24703 ETG29542
ETG29219 ETG117287
ETG29219 ETG291671
ETG29219 ETG362862
ETG29219 ETG29144
ETG29219 ETG54241
ETG29219 ETG25135
ETG117287 ETG29219
ETG117287 ETG291671
ETG117287 ETG362862
ETG117287 ETG29144
ETG117287 ETG54241
ETG117287 ETG25135
ETG291671 ETG29219
ETG291671 ETG117287
ETG81515 ETG6622
ETG79113 ETG6622
ETG25155 ETG6622
ETG81650 ETG6622
ETG64823 ETG6622
rCG_32645 ETG171041
ETG29219 ETG171041
ETG29219 ETG58945
ETG171041 rCG_32645
ETG309159 rCG_32645
ETG171041 ETG4137
ETG309159 ETG4137
ETG29219 ETG302500
ETG29219 ETG64527
ETG29219 ETG291877
ETG29219 ETG81774
ETG29219 ETG362595
ETG29219 ETG29284
ETG29219 ETG140654
ETG29219 ETG63868
ETG29219 ETG291434
ETG29219 ETG29437
ETG29219 ETG29275
ETG29219 ETG289820
ETG29219 ETG84356
ETG29219 ETG24191
ETG29219 ETG65262
ETG29219 ETG24159
ETG29219 ETG64160
ETG29219 rCG_20808
ETG29219 ETG29144
ETG29219 ETG64202
ETG29219 ETG64551
ETG29219 ETG295230
ETG29219 ETG29374
ETG29219 ETG29489
ETG29219 ETG171361
ETG29219 ETG362862
ETG29219 ETG494445
ETG29219 ETG25459
ETG29219 ETG124323
ETG29219 ETG362152
ETG29219 ETG83789
ETG29219 ETG680522
ETG29219 ETG29258
ETG29219 ETG65136
ETG29219 ETG362631
ETG29219 ETG29304
ETG29219 ETG65028
ETG29219 ETG294282
ETG29219 ETG64862
ETG29219 ETG24468
ETG29219 ETG64367
ETG29219 ETG79449
ETG29219 ETG81767
ETG29219 ETG64640
ETG29219 ETG54318
ETG29219 ETG287444
ETG29219 ETG84027
ETG29219 ETG24400
ETG29219 ETG201097
ETG29219 ETG301252
ETG29219 ETG299331
ETG29219 ETG266759
ETG29219 ETG140931
ETG29219 ETG81732
ETG29219 ETG252902
ETG29219 ETG362855
ETG29219 ETG24917
ETG117287 ETG25578
ETG117287 ETG64527
ETG117287 ETG291877
ETG117287 ETG56010
ETG117287 ETG362595
ETG117287 ETG140654
ETG117287 ETG29752
ETG117287 ETG63868
ETG117287 ETG64307
ETG117287 ETG287417
ETG117287 ETG64302
ETG117287 ETG29437
ETG117287 ETG29275
ETG117287 ETG171374
ETG117287 ETG24159
ETG117287 ETG60384
ETG117287 ETG64160
ETG117287 ETG64202
ETG117287 ETG117287
ETG117287 ETG24248
ETG117287 ETG64551
ETG117287 ETG295230
ETG117287 ETG29374
ETG117287 ETG54241
ETG117287 ETG29271
ETG117287 ETG24551
ETG117287 ETG25416
ETG117287 ETG296570
ETG117287 ETG171361
ETG117287 ETG29565
ETG117287 ETG362862
ETG117287 ETG25459
ETG117287 ETG64306
ETG117287 ETG362816
ETG117287 ETG81773
ETG117287 ETG122772
ETG117287 ETG122799
ETG117287 ETG29304
ETG117287 ETG360572
ETG117287 ETG28298
ETG117287 ETG26962
ETG117287 ETG315989
ETG117287 ETG25309
ETG117287 ETG299027
ETG117287 ETG307503
ETG117287 ETG316123
ETG117287 ETG297113
ETG117287 ETG287633
ETG117287 ETG29456
ETG117287 ETG25344
ETG117287 ETG360678
ETG117287 ETG29282
ETG117287 ETG25538
ETG117287 ETG304656
ETG117287 ETG291434
ETG117287 ETG305227
ETG117287 ETG313047
ETG117287 ETG366448
ETG117287 ETG117282
ETG117287 ETG362479
ETG117287 ETG117557
ETG117287 ETG25498
ETG117287 ETG29578
ETG117287 ETG83800
ETG117287 ETG114597
ETG117287 ETG24786
ETG117287 ETG24849
ETG117287 ETG64158
ETG117287 ETG500929
ETG117287 ETG29214
ETG117287 ETG116643
ETG117287 ETG117515
ETG56371 ETG360643
ETG78975 ETG5207
ETG25033 ETG10419
ETG25493 ETG14609
ETG116743 ETG85238
ETG116743 ETG140694
ETG140908 ETG85238
ETG140908 ETG140694
ETG24674 ETG85238
ETG24674 ETG140694
ETG24804 ETG307309
ETG307309 ETG24804
ETG116549 ETG24410
ETG29361 RP23-431C3.1
ETG29361 RP23-434F13.2
ETG29361 ETG110521
ETG29361 ETG13395
ETG29361 ETG15242
ETG29361 RP23-358F6.1
ETG29361 ETG15400
ETG29361 ETG18993
ETG29361 ETG22286
ETG29361 ETG13395
ETG29361 ETG15242
ETG29361 ETG22286
ETG29361 ETG18993
ETG29361 ETG21406
ETG29361 ETG50913
ETG29361 RP23-135A21.5
ETG29361 ETG12606
ETG29361 ETG13654
ETG29361 ETG20683
ETG29361 ETG18505
ETG8473 ETG65274
ETG8473 ETG100361818
ETG24514 ETG25124
ETG24514 ETG24918
ETG25467 ETG298947
HCVgp1 ETG24842
HCVgp1 ETG117526
ETG682507 ETG299331
ETG299331 ETG682507
ETG299331 ETG682507
ETG89817 ETG24514
ETG363875 ETG302965
ETG24855 ETG24890
ETG18751 ETG29423
ETG18754 ETG29423
ETG18753 ETG29423
RP23-298E4.6 ETG25522
ETG25334 ETG25334
ETG54702 ETG288924
ETG288924 ETG54702
ETG54702 ETG288924
ETG115771 ETG14609
ETG362636 ETG14609
ETG116677 ETG24273
ETG116677 ETG25420
ETG494521 ETG25737
ETG494521 ETG289758
ETG24703 ETG306353
ETG500985 ETG309168
ETG287155 ETG25620
ETG287155 ETG114509
ETG114509 ETG81771
ETG114509 ETG287155
ETG59293 ETG83823
ETG59293 ETG83823
ETG24681 ETG921
ETG24680 ETG921
ETG25023 ETG921
ETG21374 ETG192226
ETG25489 ETG24767
ETG64333 ETG116590
ETG171350 ETG315159
ETG50687 ETG315159
ETG315159 ETG50687
ETG170509 ETG116643
ETG115771 ETG50522
ETG24826 ETG192235
ETG24826 ETG362862
ETG24826 ETG25617
ETG24826 ETG116598
ETG25617 ETG192235
ETG25617 ETG362862
ETG25617 ETG24826
ETG25617 ETG116598
ETG116598 ETG192235
ETG116598 ETG362862
ETG116598 ETG24826
ETG116598 ETG25617
ETG25617 ETG445442
ETG116598 ETG445442
ETG192235 ETG445442
ETG362862 ETG445442
ETG117277 ETG54241
ETG117277 ETG83800
ETG60668 ETG54241
ETG60668 ETG83800
ETG60668 ETG60668
ETG60668 ETG79451
ETG60668 ETG308578
ETG60668 ETG140670
ETG60668 ETG117277
ETG117028 ETG54241
ETG117028 ETG83800
ETG117028 ETG79451
ETG117028 ETG308578
ETG117028 ETG140670
ETG24681 ETG14400
ETG24681 RP23-227J8.1
ETG116647 ETG29495
ETG116647 ETG58948
ETG116647 ETG64053
ETG116647 ETG500261
ETG116647 ETG113970
ETG116647 ETG245903
ETG116647 ETG78957
ETG116647 ETG59312
ETG116647 ETG84591
ETG116647 ETG309774
ETG116647 ETG246212
ETG116647 ETG312607
ETG117096 ETG29495
ETG117096 ETG58948
ETG117096 ETG64053
ETG117096 ETG500261
ETG117096 ETG113970
ETG117096 ETG245903
ETG117096 ETG78957
ETG117096 ETG59312
ETG117096 ETG84591
ETG117096 ETG309774
ETG117096 ETG246212
ETG117096 ETG312607
ETG360652 ETG29495
ETG360652 ETG58948
ETG360652 ETG64053
ETG360652 ETG500261
ETG360652 ETG113970
ETG360652 ETG245903
ETG360652 ETG309774
ETG360652 ETG246212
ETG360652 ETG171093
ETG360652 ETG362938
ETG306636 ETG29495
ETG306636 ETG84591
ETG306636 ETG246212
ETG306636 ETG312607
ETG306636 ETG84016
ETG306636 ETG83841
ETG25615 ETG84016
ETG25615 ETG83841
ETG445438 ETG84016
ETG445438 ETG83841
ETG29627 ETG83823
ETG29627 ETG84016
ETG29627 ETG54293
ETG29627 ETG83841
ETG29627 ETG84591
ETG29559 ETG84591
ETG29559 ETG83841
rCG_58533 ETG84591
ETG246760 ETG83619
ETG83619 ETG311607
ETG83619 ETG311607
ETG140926 ETG24208
ETG83497 ETG50522
ETG24246 ETG24410
ETG24246 ETG24409
ETG24514 ETG24514
ETG24514 ETG25467
ETG24514 ETG29376
ETG81504 ETG25467
ETG81504 ETG29376
ETG25467 ETG81504
ETG29376 ETG81504
ETG25467 ETG25513
ETG29376 ETG25513
ETG25416 ETG25416
ETG25416 ETG64158
ETG25416 ETG246118
ETG64158 ETG25416
ETG246118 ETG25416
ETG25416 ETG25416
ETG64158 ETG25416
ETG246118 ETG25416
ETG116690 ETG362036
ETG116690 ETG362036
ETG24680 ETG24392
ETG25023 ETG24392
ETG24681 ETG24392
ETG64159 ETG313052
ETG305614 ETG313052
ETG64159 ETG81634
ETG305614 ETG81634
ETG64159 rCG_59132
ETG305614 rCG_59132
ETG298648 ETG50522
ETG298648 ETG50522
ETG56816 ETG298648
ETG56816 ETG56816
ETG29508 ETG24790
ETG25337 ETG24790
ETG24790 ETG29508
ETG25517 RP23-330N10.2
ETG25012 ETG56084
ETG25012 ETG24923
ETG64630 ETG56084
ETG64630 ETG24923
ETG25012 ETG56084
ETG116470 ETG56084
ETG116470 ETG25012
ETG24804 ETG56084
ETG24804 ETG25012
ETG64513 ETG85423
ETG64513 ETG85423
ETG85423 ETG64513
ETG85423 ETG64513
ETG64513 ETG85423
ETG114851 ETG24252
ETG24708 ETG81821
ETG680111 ETG81821
ETG81758 ETG81821
ETG25570 ETG25570
ETG81668 ETG81668
ETG25387 ETG81668
ETG25387 ETG25570
ETG25570 ETG408
ETG25570 ETG409
ETG252859 ETG408
ETG252859 ETG409
ETG25570 ETG25570
ETG25570 ETG252859
ETG252859 ETG252859
ETG24686 ETG84469
ETG84469 ETG24686
ETG362817 ETG24438
ETG5430 ETG311670
ETG24413 ETG299331
ETG24413 ETG266759
ETG117526 ETG117152
ETG117152 ETG117526
ETG81757 ETG84014
ETG81757 ETG83807
ETG81757 ETG403728
ETG81757 ETG403728
ETG24627 ETG4067
ETG24627 RP5-823N20.1
ETG24627 RP1-66H14.1
ETG117028 ETG60668
ETG117028 ETG140694
ETG2891 ETG84016
ETG231470 ETG84016
ETG231470 ETG84016
mCG_144967 ETG308578
mCG_144967 ETG140670
mCG_144967 ETG54241
mCG_144967 ETG83800
mCG_144967 ETG116563
mCG_144967 ETG81637
ETG117277 ETG308578
ETG117277 ETG140670
ETG117277 ETG54241
ETG117277 ETG83800
ETG117277 ETG116563
ETG117277 ETG81637
ETG85385 ETG81504
ETG500985 ETG81504
ETG500985 ETG85385
ETG59109 ETG83823
ETG25054 ETG315840
ETG24408 ETG14811
ETG24408 RP23-117K15.2
ETG24766 rCG_20808
rCG_26412 rCG_20808
ETG25722 rCG_20808
ETG20273 rCG_20808
rCG_20808 ETG25722
ETG60563 ETG7421
ETG50522 ETG312703
RP11-394C23.1 ETG84027
ETG84027 RP11-394C23.1
ETG81633 RP11-394C23.1
RP11-394C23.1 ETG315707
ETG84027 ETG315707
ETG362587 ETG24205
ETG362587 ETG79257
ETG362587 ETG84353
ETG362587 ETG84027
ETG24205 ETG362587
ETG24205 ETG79257
ETG24205 ETG84353
ETG24205 ETG84027
ETG80848 ETG80848
RP11-510N19.1 ETG24516
ETG79563 b0014
ETG17714 ETG291671
ETG79563 ETG291671
ETG6709 ETG500040
ETG24180 RP11-494N1.1
ETG24180 ETG408
ETG58960 ETG54292
ETG54292 ETG64363
ETG54292 ETG114486
ETG54292 ETG293621
ETG54292 ETG24605
ETG59109 ETG114486
ETG59109 ETG58960
ETG59109 ETG293621
ETG59109 ETG54292
ETG54292 ETG286923
ETG54292 ETG58960
ETG54292 ETG58960
ETG171050 ETG83782
ETG171050 ETG313474
ETG171050 ETG25319
ETG171050 ETG83782
ETG83782 ETG171050
ETG83782 ETG313474
ETG83782 ETG140694
ETG312694 ETG60668
ETG312694 ETG117028
ETG117028 ETG312694
ETG60668 ETG312694
ETG312694 ETG60668
ETG312694 ETG117028
ETG60668 ETG54241
ETG60668 ETG81637
ETG60668 ETG312694
ETG81637 ETG312694
ETG81637 ETG60668
ETG81637 ETG117028
ETG81637 ETG65178
ETG81637 ETG313474
ETG81637 ETG117277
ETG81637 ETG85238
ETG81637 ETG311913
ETG312694 ETG65178
ETG312694 ETG313474
ETG312694 ETG311913
ETG312694 ETG85238
ETG298598 ETG60668
ETG298598 ETG117028
ETG298598 ETG313474
ETG298598 ETG311913
ETG298598 ETG85238
ETG287931 ETG10116
ETG218503 ETG29491
ETG218503 ETG313934
ETG218503 ETG85238
ETG218503 ETG313474
ETG218503 ETG140694
ETG218503 ETG314397
ETG218503 ETG306862
ETG218503 ETG301285
ETG218503 ETG314432
ETG218503 ETG79128
ETG218503 ETG29491
ETG218503 ETG313474
ETG218503 ETG140694
ETG140722 ETG286928
ETG140722 ETG10152
ETG140722 RP11-540L11.1
ETG140722 ETG1969
ETG140722 ETG3897
ETG140722 ETG4430
ETG140722 ETG4690
ETG140722 ETG9379
ETG140722 ETG50861
ETG140722 ETG6857
ETG140722 hucep-7
ETG140722 ETG6477
ETG192254 RP11-37E23.6
ETG192254 ETG9859
ETG192254 ETG5589
ETG192254 ETG11244
ETG192254 ETG613
ETG192254 ETG9873
ETG192254 RP11-397D12.5
ETG192254 RP11-1105G2.3
ETG192254 ETG286923
ETG192254 ETG116692
ETG192254 RP23-324H24.1
ETG192254 ETG286923
ETG113970 ETG192254
ETG29495 ETG192254
ETG83610 ETG192254
ETG64515 ETG29753
ETG64515 ETG252921
ETG24596 ETG117089
ETG60445 ETG117089
ETG302415 ETG26295
ETG24681 ETG14812
ETG24680 ETG14812
ETG25023 ETG14812
ETG361207 ETG65134
ETG361207 ETG116666
ETG361207 ETG315461
ETG361207 ETG65165
ETG361207 ETG84599
ETG116470 ETG25736
ETG25736 ETG116470
ETG116470 ETG116470
ETG116470 ETG25558
ETG116470 ETG25012
ETG116470 ETG24803
ETG29533 OK/SW-cl.22
ETG64159 ETG24410
ETG317371 ETG14609
ETG83681 ETG25235
ETG1528 ETG24297
ETG29546 ETG108071
ETG29546 ETG24414
ETG29547 ETG24414
ETG29548 ETG24414
ETG9454 ETG29546
ETG29546 ETG9454
ETG26556 ETG29546
ETG26557 ETG29546
ETG65180 ETG56817
ETG80890 ETG25017
ETG293497 RP23-33N15.1
ETG287543 RP23-33N15.1
RP23-33N15.1 ETG293497
RP23-33N15.1 ETG287543
ETG116692 ETG79121
tcag7.78 ETG59114
tcag7.78 ETG59303
tcag7.78 ETG50522
tcag7.78 ETG84016
tcag7.78 ETG65048
tcag7.78 ETG29271
tcag7.78 ETG65028
tcag7.78 ETG60460
tcag7.78 ETG83720
tcag7.78 ETG81662
tcag7.78 ETG25097
tcag7.78 ETG83725
tcag7.78 ETG24407
tcag7.78 ETG29579
tcag7.78 ETG29489
ETG116643 ETG83809
ETG116643 ETG84478
ETG116643 ETG315608
ETG116643 ETG140639
ETG116643 ETG84478
ETG116643 ETG140639
ETG140639 ETG116643
ETG140639 ETG84478
ETG84478 ETG116643
ETG84478 ETG140639
ETG116643 ETG84478
ETG116643 ETG140639
ETG116643 ETG83809
ETG83809 ETG140639
ETG83809 ETG116643
ETG117130 ETG117130
ETG311055 ETG25252
ETG311055 ETG29495
ETG311055 ETG29546
ETG311055 ETG64159
ETG311055 ETG65040
ETG311055 ETG25400
ETG311055 ETG24410
ETG311055 ETG50592
ETG311055 ETG24503
ETG50522 ETG56011
ETG50522 ETG29753
ETG50522 ETG25576
ETG50522 ETG56010
ETG50522 ETG25577
ETG50522 ETG25578
ETG50522 ETG24654
ETG50522 ETG25275
ETG50522 ETG306231
ETG50522 ETG83806
ETG50522 ETG25675
ETG50522 ETG81773
ETG50522 ETG83789
ETG50522 ETG122772
ETG50522 ETG81775
ETG50522 ETG81777
ETG50522 ETG140654
ETG50522 ETG65136
ETG50522 ETG29236
ETG50522 ETG50567
ETG50522 ETG29595
ETG50522 ETG317646
ETG50522 ETG81766
ETG50522 ETG81767
ETG50522 ETG360572
ETG50522 ETG64307
ETG50522 ETG64306
ETG50522 ETG293418
ETG50522 ETG300079
ETG50522 ETG64640
ETG50522 ETG64302
ETG50522 ETG117042
ETG50522 rCG_57121
ETG50522 ETG60416
ETG50522 ETG25741
ETG50522 ETG299617
ETG50522 ETG295305
ETG50522 ETG361999
ETG50522 ETG81822
ETG50522 ETG289820
ETG50522 ETG81824
ETG50522 ETG79558
ETG50522 ETG246074
ETG50522 ETG25045
ETG50522 ETG299203
ETG50522 ETG312694
ETG50522 ETG362860
ETG50522 ETG29443
ETG50522 ETG302950
ETG50522 ETG81636
ETG50522 ETG64508
ETG50522 ETG64532
ETG50522 ETG84420
ETG50522 ETG116653
ETG50522 ETG312915
ETG50522 ETG65142
ETG50522 ETG500282
ETG50522 ETG619440
ETG50522 ETG309147
ETG50522 ETG81634
ETG50522 ETG24333
ETG50522 ETG24503
ETG50522 ETG29253
ETG50522 ETG29466
ETG50522 ETG60668
ETG50522 ETG680423
ETG50522 ETG24780
ETG50522 ETG24781
ETG50522 ETG314721
ETG50522 ETG360823
ETG50522 ETG299982
ETG50522 ETG25673
ETG50522 ETG79125
ETG50522 ETG81637
ETG50522 ETG140670
ETG50522 ETG116563
ETG50522 ETG25728
ETG50522 ETG54226
ETG50522 ETG25293
ETG50522 ETG54323
ETG50522 ETG287191
ETG50522 ETG367902
ETG50522 ETG316333
ETG50522 ETG303798
ETG50522 ETG24401
ETG50522 ETG304900
ETG50522 ETG170821
ETG50522 ETG298103
ETG50522 ETG79248
ETG50522 ETG25270
ETG50522 ETG85264
ETG50522 ETG29718
ETG50522 ETG29138
ETG50522 ETG293852
ETG50522 ETG24888
ETG50522 ETG114711
ETG50522 ETG300744
ETG50522 ETG81507
ETG50522 ETG64160
ETG50522 ETG79146
ETG50522 ETG301309
ETG50522 ETG29592
ETG50522 ETG83501
ETG50522 ETG29748
ETG50522 ETG29660
ETG50522 ETG83731
ETG50522 ETG170699
ETG50522 rCG_20808
ETG50522 ETG79011
ETG50522 ETG25400
ETG50522 ETG24246
ETG50522 ETG171140
ETG50522 ETG25636
ETG50522 ETG24679
ETG50522 ETG362173
ETG50522 ETG113927
ETG50522 ETG64086
ETG50522 ETG503000
ETG50522 ETG25404
ETG50522 ETG364208
ETG50522 ETG360687
ETG50522 ETG360882
ETG50522 ETG300857
ETG50522 ETG361675
ETG50522 ETG64465
ETG50522 ETG78967
ETG50522 ETG288305
ETG50522 ETG83718
ETG50522 ETG94272
ETG50522 ETG29367
ETG50522 ETG286936
ETG50522 ETG50568
ETG50522 ETG64030
ETG50522 ETG65178
ETG50522 ETG54241
ETG50522 ETG83800
ETG50522 ETG288182
ETG50522 ETG84588
ETG50522 ETG114514
ETG50522 ETG292051
ETG50522 ETG60384
ETG50522 ETG29271
ETG50522 ETG288022
ETG50522 ETG300359
ETG50522 ETG304743
ETG50522 ETG59322
ETG50522 ETG261736
ETG50522 ETG287367
ETG50522 ETG361431
ETG50522 ETG24264
ETG50522 ETG29593
ETG50522 ETG170917
ETG50522 ETG81717
ETG50522 ETG29428
ETG50522 ETG362356
ETG50522 ETG301555
ETG50522 ETG64624
ETG50522 ETG114105
ETG50522 ETG140908
ETG50522 ETG83835
ETG50522 ETG50655
ETG50522 ETG29489
ETG50522 ETG29564
ETG50522 ETG65209
ETG50522 ETG58835
ETG50522 ETG65040
ETG50522 ETG116681
ETG50522 ETG310324
ETG50522 ETG367012
ETG50522 ETG287380
ETG50522 ETG25374
ETG50522 ETG117284
ETG50522 ETG25415
ETG50522 ETG25416
ETG50522 ETG25418
ETG50522 ETG25417
ETG50522 ETG65208
ETG50522 ETG64053
ETG50522 ETG64470
ETG50522 ETG84026
ETG50522 ETG295549
ETG50522 ETG79130
ETG50522 ETG304791
ETG50522 ETG58960
ETG50522 ETG362238
ETG50522 ETG29167
ETG50522 ETG299850
ETG50522 ETG140694
ETG50522 ETG114114
ETG50522 ETG58945
ETG50522 ETG170714
ETG50522 ETG305420
ETG50522 ETG308669
ETG50522 ETG311567
ETG50522 ETG307594
ETG50522 ETG361970
ETG50522 ETG313264
ETG50522 ETG302938
ETG50522 ETG81002
ETG50522 ETG313658
ETG50522 ETG298609
ETG50522 ETG192204
ETG50522 ETG286973
ETG50522 ETG432358
ETG50522 ETG171361
ETG50522 ETG24799
ETG50522 ETG29565
ETG50522 ETG498728
ETG50522 ETG252939
ETG50522 ETG246217
ETG50522 ETG117277
ETG50522 ETG303831
ETG50522 ETG292148
ETG50522 ETG29483
ETG50522 ETG29482
ETG50522 ETG362759
ETG50522 ETG500233
ETG50522 ETG295050
ETG50522 ETG29579
ETG50522 ETG54319
ETG50522 ETG691149
ETG50522 ETG298584
ETG50522 ETG299909
ETG50522 ETG298890
ETG50522 ETG246274
ETG50522 ETG140657
ETG50522 ETG683788
ETG50522 ETG50671
ETG50522 ETG295161
ETG50522 ETG89808
ETG50522 ETG24189
ETG50522 ETG24191
ETG50522 ETG63847
ETG50522 ETG24420
ETG50522 ETG29705
ETG50522 ETG289606
ETG50522 ETG83633
ETG50522 ETG81657
ETG50522 ETG156275
ETG50522 ETG312890
ETG50522 ETG24392
ETG50522 ETG29584
ETG50522 ETG497913
ETG50522 ETG84403
ETG50522 ETG288529
ETG50522 ETG296654
ETG50522 ETG291047
ETG50522 ETG24387
ETG50522 ETG289608
ETG50522 ETG292804
ETG50522 ETG29628
ETG50522 ETG29627
ETG50522 ETG24957
ETG50522 ETG353255
ETG50522 ETG24383
ETG50522 ETG79223
ETG50522 ETG60666
ETG50522 ETG25739
ETG50522 ETG288707
ETG50522 ETG306439
ETG50522 ETG361171
ETG50522 ETG293546
ETG50522 ETG260326
ETG50522 ETG116493
ETG50522 ETG81504
ETG50522 ETG84509
ETG50522 ETG83585
ETG50522 ETG25686
ETG50522 ETG58979
ETG50522 ETG50664
ETG50522 ETG81666
ETG50522 ETG24896
ETG50522 ETG25740
ETG50522 rCG_34190
ETG50522 ETG83579
ETG50522 ETG297453
ETG50522 ETG266759
ETG50522 ETG307997
ETG50522 ETG294993
ETG50522 ETG288444
ETG50522 ETG301252
ETG50522 ETG362454
ETG50522 ETG25632
ETG50522 ETG24440
ETG50522 ETG56084
ETG50522 ETG290046
ETG50522 ETG117282
ETG50522 ETG362361
ETG50522 ETG25058
ETG50522 ETG25459
ETG50522 ETG50871
ETG50522 ETG24438
ETG50522 ETG361844
ETG50522 ETG365877
ETG50522 ETG680063
ETG50522 ETG58940
ETG50522 ETG295274
ETG50522 ETG117056
ETG50522 ETG29546
ETG50522 ETG24468
ETG50522 ETG192154
ETG50522 ETG314730
ETG50522 ETG25262
ETG50522 ETG24954
ETG50522 ETG25700
ETG50522 ETG317218
ETG50522 ETG290364
ETG50522 ETG301575
ETG50522 ETG309684
ETG50522 Ab1-143
ETG50522 ETG84472
ETG50522 ETG25466
ETG50522 ETG29719
ETG50522 ETG25715
ETG50522 ETG29364
ETG50522 ETG24547
ETG50522 ETG117557
ETG50522 ETG246755
ETG50522 ETG84484
ETG50522 ETG25672
ETG50522 ETG29409
ETG50522 ETG29600
ETG50522 ETG29599
ETG50522 ETG315509
ETG50522 ETG445271
ETG50522 ETG311024
ETG50522 ETG116685
ETG50522 ETG362375
ETG50522 ETG25427
ETG50522 ETG81681
ETG50522 ETG94342
ETG50522 ETG65096
ETG50522 ETG315691
ETG50522 ETG500280
ETG50522 ETG311346
ETG50522 ETG304203
ETG50522 ETG295401
ETG50522 ETG192270
ETG50522 ETG360480
ETG50522 ETG24533
ETG50522 ETG24534
ETG50522 ETG689593
ETG50522 ETG171410
ETG50522 ETG298875
ETG50522 ETG24551
ETG50522 ETG501167
ETG50522 ETG94193
ETG50522 ETG29456
ETG50522 ETG29150
ETG50522 ETG315215
ETG50522 ETG113970
ETG50522 ETG287299
ETG50522 ETG25152
ETG50522 ETG25595
ETG50522 ETG29457
ETG50522 ETG679221
ETG50522 ETG298848
ETG50522 rCG_32645
ETG50522 ETG288584
ETG50522 ETG64372
ETG50522 rCG_20153
ETG50522 ETG304017
ETG50522 ETG289745
ETG50522 ETG287156
ETG50522 ETG50658
ETG50522 ETG360640
ETG50522 ETG81521
ETG50522 ETG25027
ETG50522 ETG25229
ETG50522 ETG117028
ETG50522 ETG24943
ETG50522 ETG25037
ETG50522 ETG56781
ETG50522 ETG362816
ETG50522 ETG116504
ETG50522 ETG25485
ETG50522 ETG294239
ETG50522 ETG59114
ETG50522 ETG361532
ETG50522 ETG24552
ETG50522 ETG29441
ETG50522 ETG303554
ETG50522 ETG58823
ETG50522 ETG291609
ETG50522 ETG25490
ETG50522 ETG117553
ETG50522 ETG24586
ETG50522 ETG116595
ETG50522 ETG553106
ETG50522 ETG89791
ETG50522 ETG83613
ETG50522 ETG24588
ETG50522 ETG64356
ETG50522 ETG117096
ETG50522 ETG29423
ETG50522 ETG56003
ETG50522 ETG25247
ETG50522 ETG192349
ETG50522 ETG24408
ETG50522 ETG24410
ETG50522 ETG60355
ETG50522 ETG117021
ETG50522 ETG291981
ETG50522 ETG191575
ETG50522 ETG83782
ETG50522 ETG89825
ETG50522 ETG688843
ETG50522 ETG290055
ETG50522 ETG246294
ETG50522 ETG64803
ETG50522 ETG170673
ETG50522 ETG361014
ETG50522 ETG25508
ETG50522 ETG25518
ETG50522 ETG25639
ETG50522 ETG29647
ETG50522 ETG302934
ETG50522 ETG117254
ETG50522 ETG59265
ETG50522 ETG29525
ETG50522 ETG24644
ETG50522 ETG24642
ETG50522 ETG29353
ETG50522 ETG293820
ETG50522 ETG290356
ETG50522 ETG29598
ETG50522 ETG24215
ETG50522 ETG64364
ETG50522 ETG83572
ETG50522 ETG171350
ETG50522 ETG287710
ETG50522 ETG24520
ETG50522 ETG25468
ETG50522 ETG25469
ETG50522 ETG64358
ETG50522 ETG246153
ETG50522 ETG170739
ETG50522 ETG170848
ETG50522 ETG29682
ETG50522 ETG84390
